videopath,text,entailment
msr-vtt_TrainValVideo_video4890,a lady with a green shirt is talking about men s fashion in new york,0.3183731138706207
msr-vtt_TrainValVideo_video4890,a lady with a green shirt is talking about women s fashion in new york,0.4284178912639618
k600_val_k6pqBmRAWqs_000231_000241,The field moves with the camera as a snowmobile rides over a snowy field before the snowmobile rides past the camera.,0.6325425505638123
k600_val_k6pqBmRAWqs_000231_000241,The field moves with the camera as a snowmobile rides past the camera before the snowmobile rides over a snowy field,0.5452857613563538
msr-vtt_TrainValVideo_video5346,a man sances a little and then hugs a smaller man before he makes a burger,0.1025562584400177
msr-vtt_TrainValVideo_video5346,a man makes a burger before he sances a little and then hugs a smaller man,0.070348285138607
k600_val_vWnWpCg0ElM_000011_000021,A woman in a wedding dress has the indignity of riding a motorcycle while another passenger proceeds to have her bottom slapped.,0.1717494130134582
k600_val_vWnWpCg0ElM_000011_000021,A woman in a wedding dress proceeds to have her bottom slapped while another passenger has the indignity of riding a motorcycle,0.2766073346138
k600_val_r3xb-RcN-QU_000060_000070,A woman is exercising by sliding across the floor and working her lower body.,0.5290254354476929
k600_val_r3xb-RcN-QU_000060_000070,A woman is working her lower body before sliding across the floor,0.3908415138721466
k600_val_m3Mh-mY2GXc_000026_000036,"An official tosses a coin with the two teams at the start of a game, and announces the result.",0.5274778604507446
k600_val_m3Mh-mY2GXc_000026_000036,An official announces the result of a game before tossing a coin with the two teams,0.4845137894153595
k600_val_iT2rFQfLClk_000000_000010,a girl is in a karate class and she runs and kicks her leg at the teacher.,0.3832819759845733
k600_val_iT2rFQfLClk_000000_000010,a girl is in a karate class and she runs and kicks her leg at the student.,0.3122152388095855
tempo_videos_9096,the man keeps playing his guitar after the man begins moving his head to the music,0.2932990491390228
tempo_videos_9096,the man stops playing his guitar after the man begins moving his head to the music,0.1953792870044708
tempo_videos_10961,the people are seen then the person turns over.,0.4120054244995117
tempo_videos_10961,the people are seen then the person sits up.,0.4705249667167663
msr-vtt_TrainValVideo_video282,demonstration of a video game showing how to place a house,0.5198074579238892
msr-vtt_TrainValVideo_video282,demonstration of a video game showing how to remove a house,0.3037937581539154
k600_val_y5zcNPKkJXY_000009_000019,A woman is talking into a microphone and a crowd then cheers while words play on screen.,0.6635465025901794
k600_val_y5zcNPKkJXY_000009_000019,A crowd cheers before a woman is talking into a microphone and words play on screen,0.4798052310943603
msr-vtt_TrainValVideo_video1197,a man in a hard hat is walking around a construction site watching people sawing and building a building while a woman talks about the hit construction business has taken,0.2031623274087906
msr-vtt_TrainValVideo_video1197,a man in a hard hat is walking around a construction site talking about the hit construction business has taken while people sawing and building a building,0.2248802036046981
k600_val_71xKpl83CDI_000008_000018,A man drinks a beer and then licks the foam off of his lip.,0.4472276568412781
k600_val_71xKpl83CDI_000008_000018,A man licks the foam off of his lip and then drinks a beer,0.3442434072494507
k600_val_CcXpmyRQMOI_000000_000010,A young child bounces in a bounce house while another is stuck on ceiling while the house inflates.,0.5533321499824524
k600_val_CcXpmyRQMOI_000000_000010,A young child bounces in a bounce house while another is stuck on ceiling while the house deflates,0.4267476201057434
k600_val_xLje2Wvy8xU_000058_000068,A child gets bread out and starts to get meat out for a sandwhich.,0.5003823041915894
k600_val_xLje2Wvy8xU_000058_000068,A child gets meat out and starts to get bread out for a sandwhich,0.4873610734939575
msr-vtt_TrainValVideo_video6441,a man is playing a video game and telling about it,0.2728513777256012
msr-vtt_TrainValVideo_video6441,A man is telling about a video game and then playing it,0.3455907702445984
tempo_videos_498,the people waves signs before the woman is seen,0.6819407343864441
tempo_videos_498,the woman is seen before the people waves signs,0.5269629955291748
k600_val_PenwKrUxZto_000167_000177,A man removes a manual from a printing machine and stacks it next to others.,0.4533841013908386
k600_val_PenwKrUxZto_000167_000177,A man stacks a manual next to others and then removes it from a printing machine,0.2979178428649902
msr-vtt_TrainValVideo_video2712,video of the song oxygen from the disney movie teen beach at the part where the couple is overlooking the ocean while cuddling on the lifeguard tower,0.3109979927539825
msr-vtt_TrainValVideo_video2712,video of the song oxygen from the disney movie teen beach at the part where the couple is overlooking the ocean while cuddling on the lifeguard tower first and then they are on the beach,0.2853878140449524
k600_val_ap3gy9OIRyE_000104_000114,The little boy is learning how to play the piano in the living room.,0.5884440541267395
k600_val_ap3gy9OIRyE_000104_000114,The little boy is learning how to play the guitar in the living room.,0.1751368790864944
tempo_videos_2749,the camera shows the back of a mans head before it show a fire begin.,0.2771481573581695
tempo_videos_2749,the camera shows a fire begin before the back of a man's head,0.3877999782562256
k600_val_R0PvkI2BADo_000094_000104,A person was doing spray white color spray paint for the chair by holding by his leg,0.2853878140449524
k600_val_R0PvkI2BADo_000094_000104,A person was doing spray white color spray paint for the chair by holding by his hand,0.2248802036046981
msr-vtt_TrainValVideo_video3686,a motor bikes is going round in the area and what he says is bike is more cheaper than the other vehicle,0.1337585896253585
msr-vtt_TrainValVideo_video3686,a motor bikes is going round in the area and what he says is bike is more expensive than the other vehicle,0.1724216341972351
k600_val_T01QMxrUda4_000000_000010,A man gives a small dog a bath in a washtub.,0.7341205477714539
k600_val_T01QMxrUda4_000000_000010,A man gives a small dog a bath in a shower.,0.6893057823181152
k600_val_Y-YKtMqSESA_000065_000075,A lady with glasses using a carving knife to carve out the skin of an apple.,0.4950358867645263
k600_val_Y-YKtMqSESA_000065_000075,A lady with glasses using a carving knife to cut a piece of cheese.,0.2728513777256012
msr-vtt_TrainValVideo_video3975,the speech delivered by a man shape making fun  of people who sits and talks and never do action,0.2712572813034057
msr-vtt_TrainValVideo_video3975,the speech delivered by a man shape making fun  of people who stands and talks and never do action,0.2618865668773651
tempo_videos_1915,the camera zooms on the man's hand after a man dramatically drops something into a bowl,0.4267476201057434
tempo_videos_1915,the camera zooms on the man's hand before a man dramatically drops something into a bowl,0.4481019973754883
k600_val_gwv0exc4aw4_000029_000039,A woman is blowing candles on a birthday cake while the people in the background are talking.,0.223566398024559
k600_val_gwv0exc4aw4_000029_000039,A woman is talking to the people in the background while she blows candles on a birthday cake,0.2370573729276657
msr-vtt_TrainValVideo_video4109,a couple on a date in a restaurant talking about how oyster are an aphrodisiac,0.3916056156158447
msr-vtt_TrainValVideo_video4109,a couple on a date in a restaurant talking about how oyster are a delicacy,0.3678794801235199
tempo_videos_501,people are holding out papers and pens to a man before the green ball appears.,0.1500953733921051
tempo_videos_501,The green ball appears before people are holding out papers and pens to a man,0.3435717225074768
k600_val_b9vF-F1LC5g_000003_000013,A man uses a large roll of plastic wrap to cover furniture for protection from damage.,0.7326881289482117
k600_val_b9vF-F1LC5g_000003_000013,A man uses a large roll of plastic wrap to cover a car for protection from damage.,0.6197025775909424
k600_val_udhU9ZoSp0w_000010_000020,A half assembled puzzle is shown as two hands add pieces one by one in fast motion while music plays.,0.4184935688972473
k600_val_udhU9ZoSp0w_000010_000020,A half assembled puzzle is shown as two hands remove pieces one by one in fast motion while music plays.,0.4103991687297821
k600_val_Y6GvJycngWI_000038_000048,A scantily clad woman is running on a bridge while music plays.,0.6100949645042419
k600_val_Y6GvJycngWI_000038_000048,A scantily clad woman is walking on a bridge while music plays.,0.6362596750259399
msr-vtt_TrainValVideo_video1449,a comedian is pelted with birds and plays games on stage,0.1003764048218727
msr-vtt_TrainValVideo_video1449,A comedian plays games on stage before being pelted with birds,0.1669536530971527
k600_val_nPGctuxTMd4_000000_000010,A group of bagpipe players march in a parade as onlookers clap.,0.7996087074279785
k600_val_nPGctuxTMd4_000000_000010,A group of bagpipe players dance in a parade as onlookers clap.,0.7316156029701233
k600_val_neHJsZ7hg3w_000036_000046,Two men speak while snake is wrapped around neck or shoulder.,0.7682256102561951
k600_val_neHJsZ7hg3w_000036_000046,Two men speak while snake is wrapped around waist.,0.6987946033477783
k600_val_9IjhC6aVw3c_000065_000075,A young man in a t-shirt and sweatpants provides instruction on how to spin objects.,0.1965274512767791
k600_val_9IjhC6aVw3c_000065_000075,A young man in a t-shirt and sweatpants provides instruction on how to throw objects.,0.3140499889850616
k600_val_boB5HNmhHTg_000065_000075,A child holding a spoon crushes the food on the plate as another person tries to feed the baby,0.2055571377277374
k600_val_boB5HNmhHTg_000065_000075,A child holding a spoon crushes the food on the plate after another person tries to feed the baby,0.2944470047950744
k600_val_jY2N5gOu5sw_000121_000131,A man serving drinks in a bar with some very loud music playing.,0.463230162858963
k600_val_jY2N5gOu5sw_000121_000131,"A man serving drinks in a bar with some very loud music playing, then the music stops",0.2618865668773651
k600_val_4BMwyEVBoII_000191_000201,A lady is practicing golf by hitting the ball against a black tarp.,0.6469107866287231
k600_val_4BMwyEVBoII_000191_000201,A lady is practicing baseball by hitting the ball against a black tarp.,0.3718525767326355
msr-vtt_TrainValVideo_video6400,a woman is discussing famine and agricultural failure,0.1041712835431099
msr-vtt_TrainValVideo_video6400,A woman is discussing famine and agricultural failure after she is eating,0.0841958746314048
msr-vtt_TrainValVideo_video2431,a man talking about pop culture,0.6779567003250122
msr-vtt_TrainValVideo_video2431,a man talking about politics,0.5725717544555664
k600_val_jpTXH1EdPs0_000000_000010,"A man sits on a couch next to a dresser with a table lamp, and reads a book",0.691328227519989
k600_val_jpTXH1EdPs0_000000_000010,"A man sits on a couch next to a dresser with a table lamp, and watches a movie",0.1724216341972351
k600_val_M3j2M00VskE_000006_000016,A fresh batch of baked cookies are coming out of the oven,0.0748853608965873
k600_val_M3j2M00VskE_000006_000016,A fresh batch of baked cookies are going in the oven,0.0732936561107635
k600_val_cyZ7XSeSUd8_000000_000010,Someone is throwing a knife into a target while Lion King plays in the background.,0.1227437630295753
k600_val_cyZ7XSeSUd8_000000_000010,Someone is throwing a knife into a target after Lion King plays in the background,0.1241906285285949
k600_val_cs4UM8n4-Jc_000311_000321,A man plays drums on a drum kit outdoors while music plays.,0.5959621667861938
k600_val_cs4UM8n4-Jc_000311_000321,A man plays drums on a drum kit indoors while music plays.,0.2398517429828643
k600_val_d9ELWl9-8NE_000003_000013,a young man and woman play sword fight and another woman explains to the young woman that she cannot see her face.,0.3429013192653656
k600_val_d9ELWl9-8NE_000003_000013,"a young man and woman play sword fight and another woman explains to the young woman that she cannot see her face, and then they play sword fight again",0.3524069190025329
k600_val_dLEv-XgJUtY_000002_000012,A shirtless man is lifting heavy weights in a gym and drops them after.,0.6041660308837891
k600_val_dLEv-XgJUtY_000002_000012,A shirtless man drops heavy weights in a gym and lifts them after,0.5097534656524658
msr-vtt_TrainValVideo_video2771,girls are dancing to a rap song,0.3729436099529266
msr-vtt_TrainValVideo_video2771,girls are singing to a rap song,0.2548226416110992
k600_val_dOWcXMFwZEg_000187_000197,Several highlights of basketball games are being shown with dramatic music in the background.,0.5045531988143921
k600_val_dOWcXMFwZEg_000187_000197,Several highlights of basketball games are being shown with dramatic music in the background and then the music stops,0.3537862002849579
msr-vtt_TrainValVideo_video3980,man is driving and giving a review of a car,0.379557192325592
msr-vtt_TrainValVideo_video3980,man is giving a review of a car before he drives,0.2479492276906967
msr-vtt_TrainValVideo_video2079,a person is explaining something,0.4520577490329742
msr-vtt_TrainValVideo_video2079,a person is listening to something,0.2893164157867431
msr-vtt_TrainValVideo_video3496,a short movie clip showing a military helicopter getting ready to crash,0.2680970430374145
msr-vtt_TrainValVideo_video3496,a short movie clip showing a military helicopter getting ready to take off,0.3134372234344482
msr-vtt_TrainValVideo_video3955,people are walking on the path to go see things,0.4482114315032959
msr-vtt_TrainValVideo_video3955,people are running on the path to go see things,0.296756386756897
msr-vtt_TrainValVideo_video5401,a lady gives a short intro of a ceremony,0.5604016184806824
msr-vtt_TrainValVideo_video5401,a lady gives a long intro of a ceremony,0.4472276568412781
k600_val_y9TUT-GsAvY_000027_000037,A small child is walking and sitting with a tissue that they use to wipe their nose.,0.6437597274780273
k600_val_y9TUT-GsAvY_000027_000037,A small child is sitting and wiping their nose with a tissue before they walk,0.3146639466285705
msr-vtt_TrainValVideo_video6496,person in blue shirt is talking about his latest study,0.2293155640363693
msr-vtt_TrainValVideo_video6496,person in blue shirt is talking about his latest book,0.2281985878944397
k600_val_fa1WrHOTjxY_000512_000522,A woman is making a tapestry with a tapestry loom.,0.7945491075515747
k600_val_fa1WrHOTjxY_000512_000522,A woman is making a tapestry with a tapestry needle.,0.7818489074707031
msr-vtt_TrainValVideo_video263,a guy talks to another guy while an audience laughs nonstop to the cue of a laugh track,0.253829151391983
msr-vtt_TrainValVideo_video263,"a guy talks to another guy while an audience laughs nonstop to the cue of a laugh track, then the audience stops laughing",0.2588355243206024
k600_val_glAQS4T9AYY_000048_000058,A little by was feeding the pigeons and then squatted in their midst,0.4087991714477539
k600_val_glAQS4T9AYY_000048_000058,A little by was squatting in their midst and then feeding the pigeons,0.3707647621631622
k600_val_suclq6qPH-k_000080_000090,A group of women and men dance together in a line.,0.8310555815696716
k600_val_suclq6qPH-k_000080_000090,A group of women and men stand together in a line.,0.8098247051239014
msr-vtt_TrainValVideo_video4915,a man wearing black dress talking something about human parts,0.1684274822473526
msr-vtt_TrainValVideo_video4915,a woman wearing black dress talking something about human parts,0.1171229258179664
k600_val_tVG1cCloXuM_000004_000014,A woman assists her small child as the child pushes a grocery cart through the store.,0.707722544670105
k600_val_tVG1cCloXuM_000004_000014,A woman pushes a grocery cart through the store as the child assists her,0.4989185333251953
k600_val_ESnU5Vn5gqE_000030_000040,Music is playing while a woman is demonstrating how to eat a hot dog.,0.5703395009040833
k600_val_ESnU5Vn5gqE_000030_000040,"Music is playing while a woman is using chopsticks, and she is demonstrating how to eat a hot dog",0.3650165796279907
k600_val_D2NID7pqThs_000166_000176,A man is parachuting over the water and aiming to land on land,0.322126030921936
k600_val_D2NID7pqThs_000166_000176,A man is parachuting over the land and aiming to land on the water,0.3524069190025329
msr-vtt_TrainValVideo_video4134,several people are walking to a theater to view a film,0.4798052310943603
msr-vtt_TrainValVideo_video4134,several people are running to a theater to view a film,0.3455907702445984
msr-vtt_TrainValVideo_video3757,a man is singing and playing a guitar in front of a live audience,0.5243961811065674
msr-vtt_TrainValVideo_video3757,a man is singing and playing a piano in front of a live audience,0.3085778057575226
k600_val_5H02ohmoKow_000068_000078,A man is climbing a palm tree and trimming the bottom of it.,0.64313143491745
k600_val_5H02ohmoKow_000068_000078,A man is trimming the bottom of a palm tree and then climbs it,0.4950358867645263
k600_val_r0v3I6yO5h4_000033_000043,A person surfs on the waves holding a parachute while music plays.,0.2071693390607834
k600_val_r0v3I6yO5h4_000033_000043,A person plays music while surfing on the waves holding a parachute,0.1635646671056747
k600_val_wD9mBFSHM1Y_000000_000010,"A man laying down, grabbing weights and exercising with them.",0.6118850111961365
k600_val_wD9mBFSHM1Y_000000_000010,"A man grabbing weights and exercising with them, then lays down",0.5087587833404541
msr-vtt_TrainValVideo_video6760,a boy is commentating over a minecraft cat,0.3122152388095855
msr-vtt_TrainValVideo_video6760,a boy is playing with a minecraft cat,0.3825340867042541
k600_val_fv66jtkLaTg_000020_000030,a person painting a picture of a lady on a small piece of wood.,0.6893057823181152
k600_val_fv66jtkLaTg_000020_000030,a person drawing a picture of a lady on a small piece of wood.,0.740239679813385
k600_val_eKrDYm11Y7s_000186_000196,A custom bulldozer rams several cars in a parking lot while onlookers look in horror,0.1377352476119995
k600_val_eKrDYm11Y7s_000186_000196,A custom bulldozer rams several cars in a parking lot while onlookers look in horror and then the bulldozer drives away,0.1407264173030853
msr-vtt_TrainValVideo_video5686,woman speaking on how to wear sports bra,0.5269629955291748
msr-vtt_TrainValVideo_video5686,woman speaking on how to wear a t-shirt,0.2342955619096756
k600_val_eu1rVQkOuPc_000018_000028,A woman demonstrates how to rub lotion onto her hands in her room.,0.7035878896713257
k600_val_eu1rVQkOuPc_000018_000028,A woman demonstrates how to rub lotion onto her face in her room.,0.7174649238586426
msr-vtt_TrainValVideo_video4778,john cena gets put in a headlock,0.3678794801235199
msr-vtt_TrainValVideo_video4778,john cena puts someone in a headlock,0.4032481610774994
k600_val_lcWLtB0IVYk_000013_000023,A man is free lifting weights while music plays in the background.,0.4402940273284912
k600_val_lcWLtB0IVYk_000013_000023,A man free lifts weights after music plays in the background,0.375135213136673
k600_val_gPminU116rA_000064_000074,A highschool marching band is performing in a parade with people watching.,0.7087600231170654
k600_val_gPminU116rA_000064_000074,"A highschool marching band is performing in a parade with people watching, then the band starts playing",0.5373563766479492
tempo_videos_12260,the woman is handed a lptop and then she smiles,0.2120822221040725
tempo_videos_12260,the woman is handed a lptop and then she frowns,0.2450605481863021
tempo_videos_77,camera moves to the right before a guy in a red coat and hat enters and exits frame,0.3259231150150299
tempo_videos_77,camera moves to the right after a guy in a red coat and hat enters and exits frame,0.3442434072494507
k600_val_3CpXBHEXgrQ_000099_000109,A jet ski is being ridden on the water as somebody is speaking through an amplified speaker.,0.1672800481319427
k600_val_3CpXBHEXgrQ_000099_000109,A jet ski is being ridden on the water after somebody is speaking through an amplified speaker,0.1203696876764297
tempo_videos_5666,the man with the yellow jacket leaves after he appears,0.3572580814361572
tempo_videos_5666,the man with the yellow jacket comes after he appears,0.3061764538288116
k600_val_HrsDgFa0bqU_000004_000014,Someone gets soap from a dispenser on the wall and then turns on the water in a sink to wash their hands.,0.5495625138282776
k600_val_HrsDgFa0bqU_000004_000014,Someone turns on the water in a sink to wash their hands and then gets soap from a dispenser on the wall,0.51475590467453
tempo_videos_2830,the dog is shown after the big brother playing with little brother.,0.2055571377277374
tempo_videos_2830,the big brother plays with little brother after the dog is shown,0.4056179225444793
k600_val_7xd0XOSIUfw_000488_000498,A man cooks in a pan set on a metal grate over a camp fire.,0.6694042086601257
k600_val_7xd0XOSIUfw_000488_000498,A man eats in a pan set on a metal grate over a camp fire.,0.6239533424377441
k600_val_9s3oeyGSF-I_000029_000039,A girl is crying and screaming for someone to go away.,0.60063636302948
k600_val_9s3oeyGSF-I_000029_000039,A girl is crying and screaming for someone to come closer,0.4770021140575409
k600_val_pjtnvk9AMLY_000008_000018,A man is performing a song on a reed pipe in front of a microphone.,0.7489653825759888
k600_val_pjtnvk9AMLY_000008_000018,A man is performing a song on a keyboard in front of a microphone.,0.316822350025177
msr-vtt_TrainValVideo_video153,after allowing a pot of water to boil a person adds an ingredient possibly raw chicken pieces,0.103360615670681
msr-vtt_TrainValVideo_video153,a robot is leaving a hall talking to a person,0.0348930098116397
msr-vtt_TrainValVideo_video4977,a villain is talking to a girl while her father is looking for her,0.5279932022094727
msr-vtt_TrainValVideo_video4977,A villain is looking for a girl while her father is talking to her,0.5731312036514282
msr-vtt_TrainValVideo_video4550,the car drives on the grass in a circle,0.4802740514278412
msr-vtt_TrainValVideo_video4550,the car drives on the road in a circle,0.5137515068054199
tempo_videos_2408,the dancers move to the right before the dancers start to turn so they face right.,0.6694042086601257
tempo_videos_2408,the dancers start to turn so they face right before the dancers move to the right,0.5609491467475891
k600_val_kO3klFJySbY_000109_000119,A man does a standup comedy routine as people sit and listen.,0.5228621363639832
k600_val_kO3klFJySbY_000109_000119,A man does a standup comedy routine as people stand and listen.,0.4024613499641418
k600_val_1Mc6Krmttw0_000037_000047,A receiver makes a big catch at a high school football game with rock music playing in the background.,0.2253198474645614
k600_val_1Mc6Krmttw0_000037_000047,A receiver misses a big catch at a high school football game with rock music playing in the background.,0.2393837124109268
k600_val_b0z-rOhCf2w_000001_000011,A young girl plays with her xylophone by herself.,0.1715817749500274
k600_val_b0z-rOhCf2w_000001_000011,A young girl plays with her xylophone with her mother.,0.137198269367218
msr-vtt_TrainValVideo_video6587,various images of men working out are shown while a man gives a motivational message,0.2489196956157684
msr-vtt_TrainValVideo_video6587,Various images of men working out are shown before a man gives a motivational message,0.3336521685123443
k600_val_fnWpgbDgUKI_000003_000013,A man taps hit fingers on a table to make a rhythmic beat.,0.5798870921134949
k600_val_fnWpgbDgUKI_000003_000013,A man taps his toes on a table to make a rhythmic beat.,0.1527571082115173
k600_val_ktgswXX8TYo_000003_000013,A woman is learning to ride a segway as her teacher guides her.,0.5368318557739258
k600_val_ktgswXX8TYo_000003_000013,"A woman is learning to ride a segway as her teacher guides her, and then she falls off",0.3579565286636352
k600_val_hJD5c0n2u6M_000051_000061,Music plays as a man uses a selfie stick while he does body surfing.,0.3931383490562439
k600_val_hJD5c0n2u6M_000051_000061,a man uses a selfie stick while he does a backflip.,0.0952202677726745
k600_val_cOktW9SKRBM_000003_000013,A man is running on an indoor track and jumping over hurdles while other people can be seen walking.,0.6609596610069275
k600_val_cOktW9SKRBM_000003_000013,A man is walking on an indoor track and jumping over hurdles while other people can be seen running,0.5748127698898315
msr-vtt_TrainValVideo_video1547,music plays while a woman boards a boat shot from a selfie stick perspective,0.3607640266418457
msr-vtt_TrainValVideo_video1547,music plays after a woman boards a boat shot from a selfie stick perspective,0.3415645062923431
msr-vtt_TrainValVideo_video639,catty girls talk in a preview,0.4189024567604065
msr-vtt_TrainValVideo_video639,catty girls fight in a preview,0.2141634970903396
k600_val_8ZlXJeIhp7M_000141_000151,A man applies mortar to a wall of cinder blocks with a trowel while stringed background miusic plays.,0.1782426536083221
k600_val_8ZlXJeIhp7M_000141_000151,A man applies mortar to a wall of cinder blocks with a spoon while stringed background miusic plays.,0.1629269868135452
msr-vtt_TrainValVideo_video1816,white pan cakes are cooked in black non stick pans and are kept in white porcelain plates,0.1569916754961013
msr-vtt_TrainValVideo_video1816,white pan cakes are cooked in black non stick pans and are kept in black porcelain plates,0.2384504526853561
k600_val_a626NhTMqNg_000006_000016,"A child, together with mom is playing ball in the living room.",0.2634255886077881
k600_val_a626NhTMqNg_000006_000016,"A child, together with mom is playing chess in the living room.",0.1526079922914505
tempo_videos_3061,child stops to look at the item before adult arm is shown.,0.5901705026626587
tempo_videos_3061,child stops to look at the item after the adult arm is shown.,0.5725717544555664
k600_val_HDaWPTiOt9M_000102_000112,A man is doing different types of push ups in his room.,0.60063636302948
k600_val_HDaWPTiOt9M_000102_000112,A man is doing different types of sit ups in his room.,0.5373563766479492
k600_val_MPDAag15nXA_000016_000026,A young girl is brushing her hair in front of a mirror and touch it up.,0.5953804850578308
k600_val_MPDAag15nXA_000016_000026,A young girl is touching her hair up in front of a mirror before brushing her hair,0.54688560962677
k600_val_ra1BvqgLW58_000039_000049,A young boy is standing on a stool picking fruit from a tree.,0.1796406507492065
k600_val_ra1BvqgLW58_000039_000049,A young boy is standing on a stool eating fruit from a tree.,0.1530557423830032
k600_val_fFIgZGEx8dA_000104_000114,A man drinks an IPA beer and agrees with his friend that he likes it.,0.463230162858963
k600_val_fFIgZGEx8dA_000104_000114,A man agrees with his friend that he likes it before he drinks an IPA beer,0.4250838756561279
k600_val_qFjPNVIYFgE_000020_000030,A person wearing a gold mask dances to music while the crowd laughs.,0.3486415445804596
k600_val_qFjPNVIYFgE_000020_000030,A person wearing a gold mask dances to music while the crowd is sad,0.3061764538288116
msr-vtt_TrainValVideo_video4574,an eagles running back gracefully jumps over a defender in front of him,0.2213937491178512
msr-vtt_TrainValVideo_video4574,an eagles running back gracefully jumps over a defender in front of him then he runs,0.2338384091854095
msr-vtt_TrainValVideo_video5598,a man is explaining how to take apart and put a gun back together,0.51475590467453
msr-vtt_TrainValVideo_video5598,A man puts a gun back together before explaining how to take it apart,0.4751424491405487
k600_val_vOvo81B-zK8_000002_000012,"Motorcyclist performs a trick by tilting vertically over a hill, and then becomes horizontal with both wheels on ground.",0.4816831648349762
k600_val_vOvo81B-zK8_000002_000012,Motorcyclist becomes horizontal with both wheels on ground and then tilts vertically over a hill,0.387043297290802
k600_val_ZTEeMTYgoh0_000200_000210,A man is laying bricks and sanding the edges with a tool.,0.5137515068054199
k600_val_ZTEeMTYgoh0_000200_000210,A man is laying bricks and hammering the edges with a tool.,0.5697827935218811
k600_val_pPnBQi5kXQs_000014_000024,A man is processing meat through an iron grinder before cleaning it.,0.6393740773200989
k600_val_pPnBQi5kXQs_000014_000024,A man is cleaning the iron grinder before processing meat through it,0.322126030921936
k600_val_9Ze6tmq0Jvg_000170_000180,Adults and children practice hockey in a rink while music plays in the backgound.,0.4705249667167663
k600_val_9Ze6tmq0Jvg_000170_000180,Adults and children practice hockey in a rink after music plays in the backgound,0.3693192899227142
k600_val_COpSkp-tfhI_000002_000012,"A man is kneeling at a campfire preparing a meal, while others are looking on and music is playing.",0.5787556171417236
k600_val_COpSkp-tfhI_000002_000012,The man is looking on while music is playing and others are kneeling at a campfire preparing a meal,0.4056179225444793
k600_val_jIjeJjHvhYI_000582_000592,A group of girls are playing badketball and one girl passes the ball.,0.6257840394973755
k600_val_jIjeJjHvhYI_000582_000592,A group of girls are playing badketball and one girl passes the ball and then they are playing badketball,0.5097534656524658
msr-vtt_TrainValVideo_video5719,a little girl painting using squeeze bottles instead of brushes,0.4883138835430145
msr-vtt_TrainValVideo_video5719,a little girl painting using brushes instead of squeeze bottles,0.3297650218009949
k600_val_AV9UYjCD4wY_000011_000021,A women properly hydrating before playing her sport live.,0.4201315343379974
k600_val_AV9UYjCD4wY_000011_000021,A women properly hydrating after playing her sport live.,0.3736727237701416
tempo_videos_2012,a brick wall makes an appearance. then disappears,0.3271987438201904
tempo_videos_2012,a brick wall disappears. then makes an appearance,0.2944470047950744
msr-vtt_TrainValVideo_video383,a man is talking about their personal experience,0.5208236575126648
msr-vtt_TrainValVideo_video383,a man is talking about their work experience,0.51475590467453
k600_val_MvlIfKNI46I_000094_000104,Man moving a baby from the floor to a mat while the baby rips tissue paper.,0.5748127698898315
k600_val_MvlIfKNI46I_000094_000104,Man rips tissue paper while moving a baby from the floor to a mat,0.4334679245948791
