videopath,text,entailment
msr-vtt_TrainValVideo_video1449,A comedian plays games on stage before being pelted with birds,0.211244449019432
k600_val_nPGctuxTMd4_000000_000010,A group of bagpipe players march in a parade as onlookers clap.,0.943054735660553
k600_val_nPGctuxTMd4_000000_000010,A group of bagpipe players dance in a parade as onlookers clap.,0.7902547717094421
k600_val_neHJsZ7hg3w_000036_000046,Two men speak while snake is wrapped around neck or shoulder.,0.8902600407600403
k600_val_neHJsZ7hg3w_000036_000046,Two men speak while snake is wrapped around waist.,0.8595035076141357
k600_val_9IjhC6aVw3c_000065_000075,A young man in a t-shirt and sweatpants provides instruction on how to spin objects.,0.7833359837532043
k600_val_9IjhC6aVw3c_000065_000075,A young man in a t-shirt and sweatpants provides instruction on how to throw objects.,0.8306077122688293
k600_val_boB5HNmhHTg_000065_000075,A child holding a spoon crushes the food on the plate as another person tries to feed the baby,0.5373166799545288
k600_val_boB5HNmhHTg_000065_000075,A child holding a spoon crushes the food on the plate after another person tries to feed the baby,0.4988856911659241
k600_val_jY2N5gOu5sw_000121_000131,A man serving drinks in a bar with some very loud music playing.,0.7956774234771729
k600_val_jY2N5gOu5sw_000121_000131,"A man serving drinks in a bar with some very loud music playing, then the music stops",0.5947578549385071
k600_val_4BMwyEVBoII_000191_000201,A lady is practicing golf by hitting the ball against a black tarp.,0.6845835447311401
k600_val_4BMwyEVBoII_000191_000201,A lady is practicing baseball by hitting the ball against a black tarp.,0.1806853264570236
msr-vtt_TrainValVideo_video6400,a woman is discussing famine and agricultural failure,0.2266368120908737
msr-vtt_TrainValVideo_video6400,A woman is discussing famine and agricultural failure after she is eating,0.1632398217916488
msr-vtt_TrainValVideo_video2431,a man talking about pop culture,0.8859185576438904
msr-vtt_TrainValVideo_video2431,a man talking about politics,0.6805784702301025
k600_val_jpTXH1EdPs0_000000_000010,"A man sits on a couch next to a dresser with a table lamp, and reads a book",0.9541864395141602
k600_val_jpTXH1EdPs0_000000_000010,"A man sits on a couch next to a dresser with a table lamp, and watches a movie",0.1820874810218811
k600_val_M3j2M00VskE_000006_000016,A fresh batch of baked cookies are coming out of the oven,0.0724364072084426
k600_val_M3j2M00VskE_000006_000016,A fresh batch of baked cookies are going in the oven,0.0629332289099693
k600_val_cyZ7XSeSUd8_000000_000010,Someone is throwing a knife into a target while Lion King plays in the background.,0.1670885682106018
k600_val_cyZ7XSeSUd8_000000_000010,Someone is throwing a knife into a target after Lion King plays in the background,0.159433364868164
k600_val_cs4UM8n4-Jc_000311_000321,A man plays drums on a drum kit outdoors while music plays.,0.9708611965179444
k600_val_cs4UM8n4-Jc_000311_000321,A man plays drums on a drum kit indoors while music plays.,0.3565406799316406
k600_val_d9ELWl9-8NE_000003_000013,a young man and woman play sword fight and another woman explains to the young woman that she cannot see her face.,0.8058424592018127
k600_val_d9ELWl9-8NE_000003_000013,"a young man and woman play sword fight and another woman explains to the young woman that she cannot see her face, and then they play sword fight again",0.7871612310409546
k600_val_dLEv-XgJUtY_000002_000012,A shirtless man is lifting heavy weights in a gym and drops them after.,0.6926523447036743
k600_val_dLEv-XgJUtY_000002_000012,A shirtless man drops heavy weights in a gym and lifts them after,0.6622212529182434
msr-vtt_TrainValVideo_video2771,girls are dancing to a rap song,0.7548123002052307
msr-vtt_TrainValVideo_video2771,girls are singing to a rap song,0.3428852260112762
k600_val_dOWcXMFwZEg_000187_000197,Several highlights of basketball games are being shown with dramatic music in the background.,0.4988871216773987
k600_val_dOWcXMFwZEg_000187_000197,Several highlights of basketball games are being shown with dramatic music in the background and then the music stops,0.4184518754482269
msr-vtt_TrainValVideo_video3980,man is driving and giving a review of a car,0.6713447570800781
msr-vtt_TrainValVideo_video3980,man is giving a review of a car before he drives,0.4454691112041473
msr-vtt_TrainValVideo_video2079,a person is explaining something,0.3993179202079773
msr-vtt_TrainValVideo_video2079,a person is listening to something,0.6766166090965271
msr-vtt_TrainValVideo_video3496,a short movie clip showing a military helicopter getting ready to crash,0.5675262808799744
msr-vtt_TrainValVideo_video3496,a short movie clip showing a military helicopter getting ready to take off,0.5352314114570618
msr-vtt_TrainValVideo_video3955,people are walking on the path to go see things,0.940531611442566
msr-vtt_TrainValVideo_video3955,people are running on the path to go see things,0.7035593390464783
msr-vtt_TrainValVideo_video5401,a lady gives a short intro of a ceremony,0.768189549446106
msr-vtt_TrainValVideo_video5401,a lady gives a long intro of a ceremony,0.5742197036743164
k600_val_y9TUT-GsAvY_000027_000037,A small child is walking and sitting with a tissue that they use to wipe their nose.,0.3915817141532898
k600_val_y9TUT-GsAvY_000027_000037,A small child is sitting and wiping their nose with a tissue before they walk,0.3375685811042785
msr-vtt_TrainValVideo_video6496,person in blue shirt is talking about his latest study,0.4816572368144989
msr-vtt_TrainValVideo_video6496,person in blue shirt is talking about his latest book,0.4723498821258545
k600_val_fa1WrHOTjxY_000512_000522,A woman is making a tapestry with a tapestry loom.,0.9162901043891908
k600_val_fa1WrHOTjxY_000512_000522,A woman is making a tapestry with a tapestry needle.,0.8225580453872681
msr-vtt_TrainValVideo_video263,a guy talks to another guy while an audience laughs nonstop to the cue of a laugh track,0.5067322850227356
msr-vtt_TrainValVideo_video263,"a guy talks to another guy while an audience laughs nonstop to the cue of a laugh track, then the audience stops laughing",0.5742194056510925
k600_val_glAQS4T9AYY_000048_000058,A little by was feeding the pigeons and then squatted in their midst,0.8889530897140503
k600_val_glAQS4T9AYY_000048_000058,A little by was squatting in their midst and then feeding the pigeons,0.8461707234382629
k600_val_suclq6qPH-k_000080_000090,A group of women and men dance together in a line.,0.937557816505432
k600_val_suclq6qPH-k_000080_000090,A group of women and men stand together in a line.,0.8654054999351501
msr-vtt_TrainValVideo_video4915,a man wearing black dress talking something about human parts,0.3900611400604248
msr-vtt_TrainValVideo_video4915,a woman wearing black dress talking something about human parts,0.3840141892433166
k600_val_tVG1cCloXuM_000004_000014,A woman assists her small child as the child pushes a grocery cart through the store.,0.9502212405204772
k600_val_tVG1cCloXuM_000004_000014,A woman pushes a grocery cart through the store as the child assists her,0.9284358024597168
k600_val_ESnU5Vn5gqE_000030_000040,Music is playing while a woman is demonstrating how to eat a hot dog.,0.7980276942253113
k600_val_ESnU5Vn5gqE_000030_000040,"Music is playing while a woman is using chopsticks, and she is demonstrating how to eat a hot dog",0.1194306910037994
k600_val_D2NID7pqThs_000166_000176,A man is parachuting over the water and aiming to land on land,0.8721759915351868
k600_val_D2NID7pqThs_000166_000176,A man is parachuting over the land and aiming to land on the water,0.8721721172332764
msr-vtt_TrainValVideo_video4134,several people are walking to a theater to view a film,0.8670958876609802
msr-vtt_TrainValVideo_video4134,several people are running to a theater to view a film,0.7431133389472961
msr-vtt_TrainValVideo_video3757,a man is singing and playing a guitar in front of a live audience,0.9311578273773192
msr-vtt_TrainValVideo_video3757,a man is singing and playing a piano in front of a live audience,0.3025912046432495
k600_val_5H02ohmoKow_000068_000078,A man is climbing a palm tree and trimming the bottom of it.,0.8153484463691711
k600_val_5H02ohmoKow_000068_000078,A man is trimming the bottom of a palm tree and then climbs it,0.786406397819519
k600_val_r0v3I6yO5h4_000033_000043,A person surfs on the waves holding a parachute while music plays.,0.3946520090103149
k600_val_r0v3I6yO5h4_000033_000043,A person plays music while surfing on the waves holding a parachute,0.3510129153728485
k600_val_wD9mBFSHM1Y_000000_000010,"A man laying down, grabbing weights and exercising with them.",0.9393824338912964
k600_val_wD9mBFSHM1Y_000000_000010,"A man grabbing weights and exercising with them, then lays down",0.9239146113395692
msr-vtt_TrainValVideo_video6760,a boy is commentating over a minecraft cat,0.4437289237976074
msr-vtt_TrainValVideo_video6760,a boy is playing with a minecraft cat,0.643113374710083
k600_val_fv66jtkLaTg_000020_000030,a person painting a picture of a lady on a small piece of wood.,0.8954842686653137
k600_val_fv66jtkLaTg_000020_000030,a person drawing a picture of a lady on a small piece of wood.,0.8994298577308655
k600_val_eKrDYm11Y7s_000186_000196,A custom bulldozer rams several cars in a parking lot while onlookers look in horror,0.2319916635751724
k600_val_eKrDYm11Y7s_000186_000196,A custom bulldozer rams several cars in a parking lot while onlookers look in horror and then the bulldozer drives away,0.2128893435001373
msr-vtt_TrainValVideo_video5686,woman speaking on how to wear sports bra,0.6269760727882385
msr-vtt_TrainValVideo_video5686,woman speaking on how to wear a t-shirt,0.5008449554443359
k600_val_eu1rVQkOuPc_000018_000028,A woman demonstrates how to rub lotion onto her hands in her room.,0.9104765057563782
k600_val_eu1rVQkOuPc_000018_000028,A woman demonstrates how to rub lotion onto her face in her room.,0.8790215849876404
msr-vtt_TrainValVideo_video4778,john cena gets put in a headlock,0.730155348777771
msr-vtt_TrainValVideo_video4778,john cena puts someone in a headlock,0.7021806836128235
k600_val_lcWLtB0IVYk_000013_000023,A man is free lifting weights while music plays in the background.,0.7651960849761963
k600_val_lcWLtB0IVYk_000013_000023,A man free lifts weights after music plays in the background,0.6331325173377991
k600_val_gPminU116rA_000064_000074,A highschool marching band is performing in a parade with people watching.,0.8257641792297363
k600_val_gPminU116rA_000064_000074,"A highschool marching band is performing in a parade with people watching, then the band starts playing",0.8050505518913269
tempo_videos_12260,the woman is handed a lptop and then she smiles,0.5087385773658752
tempo_videos_12260,the woman is handed a lptop and then she frowns,0.4317553341388702
tempo_videos_77,camera moves to the right before a guy in a red coat and hat enters and exits frame,0.6532198786735535
tempo_videos_77,camera moves to the right after a guy in a red coat and hat enters and exits frame,0.6674080491065979
k600_val_3CpXBHEXgrQ_000099_000109,A jet ski is being ridden on the water as somebody is speaking through an amplified speaker.,0.5609217286109924
k600_val_3CpXBHEXgrQ_000099_000109,A jet ski is being ridden on the water after somebody is speaking through an amplified speaker,0.5609233379364014
tempo_videos_5666,the man with the yellow jacket leaves after he appears,0.4930855929851532
tempo_videos_5666,the man with the yellow jacket comes after he appears,0.4930845499038696
k600_val_HrsDgFa0bqU_000004_000014,Someone gets soap from a dispenser on the wall and then turns on the water in a sink to wash their hands.,0.7841008305549622
k600_val_HrsDgFa0bqU_000004_000014,Someone turns on the water in a sink to wash their hands and then gets soap from a dispenser on the wall,0.8241456747055054
tempo_videos_2830,the dog is shown after the big brother playing with little brother.,0.2031498253345489
tempo_videos_2830,the big brother plays with little brother after the dog is shown,0.5147372484207153
k600_val_7xd0XOSIUfw_000488_000498,A man cooks in a pan set on a metal grate over a camp fire.,0.972284972667694
k600_val_7xd0XOSIUfw_000488_000498,A man eats in a pan set on a metal grate over a camp fire.,0.5947706699371338
k600_val_9s3oeyGSF-I_000029_000039,A girl is crying and screaming for someone to go away.,0.610069990158081
k600_val_9s3oeyGSF-I_000029_000039,A girl is crying and screaming for someone to come closer,0.5970972180366516
k600_val_pjtnvk9AMLY_000008_000018,A man is performing a song on a reed pipe in front of a microphone.,0.9745453000068665
k600_val_pjtnvk9AMLY_000008_000018,A man is performing a song on a keyboard in front of a microphone.,0.3621587455272674
msr-vtt_TrainValVideo_video153,after allowing a pot of water to boil a person adds an ingredient possibly raw chicken pieces,0.5310575366020203
msr-vtt_TrainValVideo_video153,a robot is leaving a hall talking to a person,0.0759088695049285
msr-vtt_TrainValVideo_video4977,a villain is talking to a girl while her father is looking for her,0.3751080334186554
msr-vtt_TrainValVideo_video4977,A villain is looking for a girl while her father is talking to her,0.3885318338871002
msr-vtt_TrainValVideo_video4550,the car drives on the grass in a circle,0.4686706662178039
msr-vtt_TrainValVideo_video4550,the car drives on the road in a circle,0.4472110569477081
tempo_videos_2408,the dancers move to the right before the dancers start to turn so they face right.,0.7008137702941895
tempo_videos_2408,the dancers start to turn so they face right before the dancers move to the right,0.7445548176765442
k600_val_kO3klFJySbY_000109_000119,A man does a standup comedy routine as people sit and listen.,0.5719913840293884
k600_val_kO3klFJySbY_000109_000119,A man does a standup comedy routine as people stand and listen.,0.4008763432502746
k600_val_1Mc6Krmttw0_000037_000047,A receiver makes a big catch at a high school football game with rock music playing in the background.,0.7430912256240845
k600_val_1Mc6Krmttw0_000037_000047,A receiver misses a big catch at a high school football game with rock music playing in the background.,0.7373138666152954
k600_val_b0z-rOhCf2w_000001_000011,A young girl plays with her xylophone by herself.,0.8637146353721619
k600_val_b0z-rOhCf2w_000001_000011,A young girl plays with her xylophone with her mother.,0.5187663435935974
msr-vtt_TrainValVideo_video6587,various images of men working out are shown while a man gives a motivational message,0.6913006901741028
msr-vtt_TrainValVideo_video6587,Various images of men working out are shown before a man gives a motivational message,0.4930830001831054
k600_val_fnWpgbDgUKI_000003_000013,A man taps hit fingers on a table to make a rhythmic beat.,0.547927737236023
k600_val_fnWpgbDgUKI_000003_000013,A man taps his toes on a table to make a rhythmic beat.,0.2284097373485565
k600_val_ktgswXX8TYo_000003_000013,A woman is learning to ride a segway as her teacher guides her.,0.6926404237747192
k600_val_ktgswXX8TYo_000003_000013,"A woman is learning to ride a segway as her teacher guides her, and then she falls off",0.556556224822998
k600_val_hJD5c0n2u6M_000051_000061,Music plays as a man uses a selfie stick while he does body surfing.,0.6819132566452026
k600_val_hJD5c0n2u6M_000051_000061,a man uses a selfie stick while he does a backflip.,0.3780563473701477
k600_val_cOktW9SKRBM_000003_000013,A man is running on an indoor track and jumping over hurdles while other people can be seen walking.,0.952071726322174
k600_val_cOktW9SKRBM_000003_000013,A man is walking on an indoor track and jumping over hurdles while other people can be seen running,0.9375411868095398
msr-vtt_TrainValVideo_video1547,music plays while a woman boards a boat shot from a selfie stick perspective,0.8306217789649963
msr-vtt_TrainValVideo_video1547,music plays after a woman boards a boat shot from a selfie stick perspective,0.7742227911949158
msr-vtt_TrainValVideo_video639,catty girls talk in a preview,0.660936176776886
msr-vtt_TrainValVideo_video639,catty girls fight in a preview,0.4351439177989959
k600_val_8ZlXJeIhp7M_000141_000151,A man applies mortar to a wall of cinder blocks with a trowel while stringed background miusic plays.,0.5147385597229004
k600_val_8ZlXJeIhp7M_000141_000151,A man applies mortar to a wall of cinder blocks with a spoon while stringed background miusic plays.,0.5901509523391724
msr-vtt_TrainValVideo_video1816,white pan cakes are cooked in black non stick pans and are kept in white porcelain plates,0.6886011362075806
msr-vtt_TrainValVideo_video1816,white pan cakes are cooked in black non stick pans and are kept in black porcelain plates,0.6635139584541321
k600_val_a626NhTMqNg_000006_000016,"A child, together with mom is playing ball in the living room.",0.4250600636005401
k600_val_a626NhTMqNg_000006_000016,"A child, together with mom is playing chess in the living room.",0.139620304107666
tempo_videos_3061,child stops to look at the item before adult arm is shown.,0.6443637013435364
tempo_videos_3061,child stops to look at the item after the adult arm is shown.,0.6557914614677429
k600_val_HDaWPTiOt9M_000102_000112,A man is doing different types of push ups in his room.,0.6545103192329407
k600_val_HDaWPTiOt9M_000102_000112,A man is doing different types of sit ups in his room.,0.7160405516624451
k600_val_MPDAag15nXA_000016_000026,A young girl is brushing her hair in front of a mirror and touch it up.,0.8959203362464905
k600_val_MPDAag15nXA_000016_000026,A young girl is touching her hair up in front of a mirror before brushing her hair,0.8289970755577087
k600_val_ra1BvqgLW58_000039_000049,A young boy is standing on a stool picking fruit from a tree.,0.2508593201637268
k600_val_ra1BvqgLW58_000039_000049,A young boy is standing on a stool eating fruit from a tree.,0.2489072829484939
k600_val_fFIgZGEx8dA_000104_000114,A man drinks an IPA beer and agrees with his friend that he likes it.,0.7315877676010132
k600_val_fFIgZGEx8dA_000104_000114,A man agrees with his friend that he likes it before he drinks an IPA beer,0.6687273979187012
k600_val_qFjPNVIYFgE_000020_000030,A person wearing a gold mask dances to music while the crowd laughs.,0.6739649176597595
k600_val_qFjPNVIYFgE_000020_000030,A person wearing a gold mask dances to music while the crowd is sad,0.4816609025001526
msr-vtt_TrainValVideo_video4574,an eagles running back gracefully jumps over a defender in front of him,0.4835413098335266
msr-vtt_TrainValVideo_video4574,an eagles running back gracefully jumps over a defender in front of him then he runs,0.5067448616027832
msr-vtt_TrainValVideo_video5598,a man is explaining how to take apart and put a gun back together,0.6196720004081726
msr-vtt_TrainValVideo_video5598,A man puts a gun back together before explaining how to take it apart,0.5067530870437622
k600_val_vOvo81B-zK8_000002_000012,"Motorcyclist performs a trick by tilting vertically over a hill, and then becomes horizontal with both wheels on ground.",0.6913061141967773
k600_val_vOvo81B-zK8_000002_000012,Motorcyclist becomes horizontal with both wheels on ground and then tilts vertically over a hill,0.7021685242652893
k600_val_ZTEeMTYgoh0_000200_000210,A man is laying bricks and sanding the edges with a tool.,0.4816623628139496
k600_val_ZTEeMTYgoh0_000200_000210,A man is laying bricks and hammering the edges with a tool.,0.569755494594574
k600_val_pPnBQi5kXQs_000014_000024,A man is processing meat through an iron grinder before cleaning it.,0.7995826005935669
k600_val_pPnBQi5kXQs_000014_000024,A man is cleaning the iron grinder before processing meat through it,0.491159975528717
k600_val_9Ze6tmq0Jvg_000170_000180,Adults and children practice hockey in a rink while music plays in the backgound.,0.93662291765213
k600_val_9Ze6tmq0Jvg_000170_000180,Adults and children practice hockey in a rink after music plays in the backgound,0.8395795822143555
k600_val_COpSkp-tfhI_000002_000012,"A man is kneeling at a campfire preparing a meal, while others are looking on and music is playing.",0.923920512199402
k600_val_COpSkp-tfhI_000002_000012,The man is looking on while music is playing and others are kneeling at a campfire preparing a meal,0.9185171127319336
k600_val_jIjeJjHvhYI_000582_000592,A group of girls are playing badketball and one girl passes the ball.,0.8781600594520569
k600_val_jIjeJjHvhYI_000582_000592,A group of girls are playing badketball and one girl passes the ball and then they are playing badketball,0.8603297472000122
msr-vtt_TrainValVideo_video5719,a little girl painting using squeeze bottles instead of brushes,0.8994268774986267
msr-vtt_TrainValVideo_video5719,a little girl painting using brushes instead of squeeze bottles,0.539428174495697
k600_val_AV9UYjCD4wY_000011_000021,A women properly hydrating before playing her sport live.,0.753322184085846
k600_val_AV9UYjCD4wY_000011_000021,A women properly hydrating after playing her sport live.,0.7833307385444641
tempo_videos_2012,a brick wall makes an appearance. then disappears,0.3931148052215576
tempo_videos_2012,a brick wall disappears. then makes an appearance,0.258817970752716
msr-vtt_TrainValVideo_video383,a man is talking about their personal experience,0.856155514717102
msr-vtt_TrainValVideo_video383,a man is talking about their work experience,0.6041467189788818
k600_val_MvlIfKNI46I_000094_000104,Man moving a baby from the floor to a mat while the baby rips tissue paper.,0.8306180238723755
k600_val_MvlIfKNI46I_000094_000104,Man rips tissue paper while moving a baby from the floor to a mat,0.6506849527359009
k600_val_a0ZmxuMyogI_000041_000051,a girl runs and grabs a bag and begins passing it with other friends,0.4988938868045807
